,movie,years,mpaa_ratings,fan_stars,genres,creators,imdb_reference
253,Changing the Game,2019,-,5.8,"['Documentary', 'Drama', 'Sport']","['Michael Barnett', 'Mack Beggs', 'Sarah Rose Huckman', 'Terry Miller', 'Ngozi Nnaji']",tt1001132
254,Corporate Fantasy,1999,R,5.0,"['Drama', 'Romance']","['Charles Randazzo', 'Tracy Ryan', 'Jarod Carey', 'Catalina Larranaga', 'John Gallo']",tt0217334
255,Mercy's Girl,2018,TV-MA,6.4,"['Drama', 'Romance']","['Emily Lape', 'Emily Lape', 'Alison Hixon', 'Rainee Denham', 'Robert Kaercher']",tt5804846
256,Jonathan,2016,Unrated,6.4,"['Drama', 'Mystery', 'Romance']","['Piotr J. Lewandowski', 'Jannis Niewöhner', 'André Hennicke', 'Julia Koschitz', 'Thomas Sarbacher']",tt5350358
257,Happî awâ,2015,Not Rated,7.2,['Drama'],"['Ryûsuke Hamaguchi', 'Sachie Tanaka', 'Hazuki Kikuchi', 'Maiko Mihara', 'Rira Kawamura']",tt4780662
258,Liberty's Secret,2016,Not Rated,5.0,"['Comedy', 'Musical', 'Romance']","['Andy Kirshner', 'Debbie Williams', 'Jaclene Wilk', 'Cara AnnMarie', 'Alfrelynn J. Roberts', 'Chris Lutkin']",tt4396662
259,La luciérnaga,2013,Not Rated,6.1,"['Drama', 'Fantasy', 'Romance']","['Ana Maria Hermida', 'Carolina Guerra', 'Olga Segura', 'Manuel José Chaves', 'Luis Fernando Orozco']",tt4097826
260,Kiss Me Softly,2012,-,6.5,"['Short', 'Comedy', 'Drama']","['Anthony Schatteman', 'Ezra Fieremans', 'Tim Bogaerts', 'Marijke Pinoy', 'Marc Van Eeghem']",tt2599822
261,The Death and Life of Marsha P. Johnson,2017,TV-MA,7.3,['Documentary'],"['David France', 'Kurt Wolfe', 'Sue Yacka', 'Catherine Shugrue Dos Santos', 'Victoria Cruz']",tt5233558
262,Ma vie en rose,1997,R,7.6,['Drama'],"['Alain Berliner', 'Georges Du Fresne', 'Michèle Laroque', 'Jean-Philippe Écoffey', 'Hélène Vincent']",tt0119590
263,Cherry Pop,2017,-,4.5,"['Comedy', 'Musical']","['Assaad Yacoub', 'Lars Berge', 'Toccara Jones', 'Jared Carlson', 'Dennis Meador']",tt4807950
264,Normal,2003 TV Movie,-,7.2,['Drama'],"['Jane Anderson', 'Richard Bull', 'Mary Seibel', 'Danny Goldring', 'Jessica Lange']",tt0338290
265,Anything,2017,R,6.0,"['Drama', 'Romance']","['Timothy McNeil', 'John Carroll Lynch', 'Matt Bomer', 'Maura Tierney', 'Margot Bingham']",tt6213952
266,Polly Pocket,2018,TV-Y7,6.7,"['Animation', 'Adventure', 'Comedy']","['Emily Tennant', 'Shannon Chan-Kent', 'Kazumi Evans', 'Patricia Drake']",tt8673042
267,Chicks Dig Gay Guys,2014,Not Rated,3.5,['Comedy'],"['Nathan Apffel', 'Bryan Murphy', 'Nathan Anderson', 'Maitland McConnell', 'Taylor M. Graham']",tt1886680
268,Sotus the Series,2016,-,8.0,"['Drama', 'Romance']","['Prachaya Ruangroj', 'Perawat Sangpotirat', 'Chanagun Arpornsutinan', 'Teerapat Lohanan']",tt6428698
269,Flesh and the Devil,1926,Passed,7.6,"['Drama', 'Romance']","['Clarence Brown', 'John Gilbert', 'Greta Garbo', 'Lars Hanson', 'Barbara Kent']",tt0016884
270,Boys on Film 21: Beautiful Secret,2021,-,5.7,['Drama'],"['Zachary Ayotte', 'Jason Bradbury', 'George Dogaru', 'Pierce Hadjinicola', 'Loïc Hobi', 'Sam Peter Jackson', 'Theo James Krekis', 'Joe Morris', 'Abel Rubinstein', 'Sinclair Suhood', ""Antoine L'Écuyer"", 'Maximilian Henhappel', 'David Menkin', 'Alessandro Gruttadauria']",tt1408606
271,"Berlin, Berlin",2002,-,7.5,"['Comedy', 'Drama', 'Romance']","['Felicitas Woll', 'Jan Sosniok', 'Maverick Quek', 'Matthias Klimsa']",tt0312097
272,High School Lover,2017 TV Movie,TV-14,4.8,"['Drama', 'Romance', 'Thriller']","['Jerell Rosales', 'Paulina Singer', 'François Arnaud', 'Lana Condor', 'Tyler Alvarez']",tt6422718
273,"Sex, Insta i ZNO",2020,-,5.7,['Drama'],"['Hannusya Yarmolenko', 'Andrii Maksimov', 'Karina Cherchevych', 'Vitaliy Zelenyy']",tt1273978
274,Be More Chill,,-,-,"['Comedy', 'Musical', 'Sci-Fi']",['-'],tt8804832
275,Pray for Us,2019,-,4.8,"['Short', 'Crime']","['Andrés Madrigal Alvarado', 'David Elizondo', 'Saúl Espinazo', 'Leo Ocampo', 'Sandra Ribas']",tt1168184
276,Sukûrugâru konpurekkusu: Hôsôbu-hen,2013,-,5.8,['Drama'],"['Yûichi Onuma', 'Aoi Morikawa', 'Mugi Kadowaki', 'Maaya Kondô', 'Aoi Yoshikura']",tt2358444
277,Kyuso Wa Chizu No Yume Wo Miru,2020,-,6.5,['Romance'],"['Isao Yukisada', 'Noriko Kijima', 'Ryô Narita', 'Tadayoshi Ohkura', 'Miyu Sakihi']",tt9770716
278,Turn It Around,2017,Not Rated,7.5,"['Short', 'Romance']","['Niels Bourgonje', 'Valentijn Avé', 'Tonko Bossen', 'Timo Dries', 'Max Berserik']",tt6652228
279,Satsujinki o kau onna,2019,-,4.7,['Horror'],"['Hideo Nakata', 'Rin Asuka', ""Shin'ya Hamada"", 'Airi Matsuyama', 'Kenji Mizuhashi']",tt9844358
280,See You Soon,2020,-,7.5,"['Short', 'Drama', 'Romance']","['Tyler Rabinowitz', 'James Cusati-Moyer', 'Jonny Beauchamp']",tt1092252
